iis.se	EXCEPTION	AXFR transfer error: REFUSED at /Users/called/Clients/IIS/zonemaster/Zonemaster/lib/Zonemaster/Nameserver.pm line 411, <DATA> line 1.
cyberpomo.com	RR	cyberpomo.com.	86400	IN	SOA	willow.faerywicca.se. hostmaster.cyberpomo.com. 2013110406 28800 7200 604800 86400
cyberpomo.com	RR	cyberpomo.com.	86400	IN	RRSIG	NS 5 2 86400 20140529050526 20140429045529 26205 cyberpomo.com. 097zWBC/cKDg83s2AbCHWsXsbwl/nlRu3oUmKbhicKtswwRDIMv0G+kWPmgr+1CcY90qJ2bz6Qjcw3mJcJxp+I6sj1oRGNBlflyNETPrKDlDRvpGVRY/krvCg4S3RYML37QFU0bCpMT6N5dWNP+Jn/A57I9xvc5mEjwU8eZHrWA=
cyberpomo.com	RR	cyberpomo.com.	86400	IN	RRSIG	MX 5 2 86400 20140529050526 20140429045529 26205 cyberpomo.com. hTgfUtFbk0BGIpqxTyGMoVsSxBHBkBKUhz5woUdCjvftjLZwIpi6XYShbLheOjGEBMOirAKC+Pd2EnQ57Ztd+9m+BtxgvPQ8lvDaYKdJkHyeoO9qDiNqhd1cu1e9DyvqW6enzhiX0UV93+Wi2ODClrFwYWs6gqQG12U3gqH9sB4=
cyberpomo.com	RR	cyberpomo.com.	86400	IN	RRSIG	NSEC 5 2 86400 20140529050526 20140429045529 26205 cyberpomo.com. YyYCmBt17fQD0BOknpJkcf8TJt/6pOwSbrJ7+zAtYXNtXF6AthZis3QhlmfUoUSw6ytavDKd19NfLNfBeprh9Pi/SYPYUiKWE0V2g88cBvSH/QXfjB0XyzkBTpVJzn8kQ+rFDNjbu0mCXvPGVBj+uCEusVeV1ztWkI3yTF3aAhc=
cyberpomo.com	RR	cyberpomo.com.	86400	IN	NSEC	archive.cyberpomo.com. NS SOA MX RRSIG NSEC DNSKEY TYPE65534 
cyberpomo.com	RR	cyberpomo.com.	86400	IN	RRSIG	SOA 5 2 86400 20140616032053 20140517022053 26205 cyberpomo.com. zrbOmKivnZIit+JvSfWJAKxwwcwH5tycGAt8uxoApiR0iskQKZgKkk+eMniR4XkIKZ+1BZmKj96xrysv3Kt7MsqIUswqXjcQoI/9/qL9LmHRMgiys3A08J0UFTCLG8h4EWtG9ory0tlrMMnC6hDqOD0B5YQomvK4B2Vwk0kLGSc=
cyberpomo.com	RR	cyberpomo.com.	0	IN	RRSIG	TYPE65534 5 2 0 20140529062841 20140429060120 26205 cyberpomo.com. Et7i+iKQk1AhEwxfBJAov9I3FvvSNOYwzxmzsI4cAvWAS+DBbErqUAi3SwSnldWogTsWBnoW9XC+fLFysH1YYK+FDoFPGSRfBeIooQx2ThOYBy5jk2eUMYt5kBoymCQltkAS71DUwsUHouxFx0js6dqmdnFsL7ucNQLJiJ3vn3k=
cyberpomo.com	RR	cyberpomo.com.	86400	IN	RRSIG	DNSKEY 5 2 86400 20140529070410 20140429060458 26205 cyberpomo.com. SXx6uEA98vVZCAqfkPza18tkJfSecgdRBOmEjYxOpdOm7zB7Ab5UBEkO06HkGgAx9lUGPCpHRA6eZYwK8r7bGMcbPAdloRn+S5fOcJfSOYs2hqvyb53vqdD+8aqvbVRZIumH+I3dVSlTe4kUeZ4pO1eN8ofasXWtg0Y5S7odZYw=
cyberpomo.com	RR	cyberpomo.com.	86400	IN	RRSIG	DNSKEY 5 2 86400 20140529070410 20140429060458 35326 cyberpomo.com. sqgqVNbdYDhRfqDnoH25EzuLF4hd773Uy1yW32O/EnH9QSGBYo62UxqUEkuvnWYs8fxGYzqwAs1/7Hdgn091XH1BZn1Z6hQO/7X0iPUncJNJNJWo2V95A5H7+AjR9lGPCSzyA+12piACR33tNlzIY3YWe3C4P+FJcflf/vgtfBoJ8EhhEU6do4E3hYTcdQax2D/CcrMBlaYHlmZdlsrhjXUs4GNStfKYA+O/N9yrwGfiu/aA8p8CGEb/d0MNtqQeRHPMGSm7VYFEKN7JkqyyUpubBqqNvMCfdSdzSWhgeKU/KA6s+J7SPC/0XClld1x+1lpnJzgFu8ytzOUjXkIyYw==
cyberpomo.com	RR	cyberpomo.com.	0	IN	TYPE65534	\# 5 05665d0001
cyberpomo.com	RR	cyberpomo.com.	0	IN	TYPE65534	\# 5 0589fe0001
cyberpomo.com	RR	cyberpomo.com.	86400	IN	DNSKEY	256 3 5 AwEAAdvI6Pq+Z8STqOHPxYkgpiPLkSJ13wPBzYDO4pU/p1I4jEhv9pvfRauH5QpY7xChJmLvR+SrKSMbomRQ/ANyayxvpuwjpU4xocFWpOtAR3fOGn+utXmoPjA0fGpSCo/+3CCLNcVpkNc1Un6TWslvLVAzDrgnbwBv2xH1RTIHs/lB ;{id = 26205 (zsk), size = 1024b}
cyberpomo.com	RR	cyberpomo.com.	86400	IN	DNSKEY	257 3 5 AwEAAcmkKRx6/l0oIFyGSBO/4lQgO3i8dDjGD1a6PC/RwCHgQrrSDbIL2S5D4WCKUWsQ9EVqQ+p3QHEYxL0q7NpCtFjFxP3X+mmyz1wfxBtcsoNwX5uYYKK3GqIYoO2EZQ48oM9TRLfw7vjNMNRNuU58yhyNfV2/cmpw3rgvFinBG1nfG7KWCoH1aP6L/gmRKDF2A+ECTunjvU00JvtG6qK2T2AjCSdqEYIwF8zCsNak4fRcahACIYyiHH4frkNu9M4lJHIt5ltshD9P2NpHtwrSfk1OppmOwwphjp4jGS8FDo7BOn1LWnIuPghs49U3TU70r7ADqSII4rX6WPTIbEsXBG0= ;{id = 35326 (ksk), size = 2048b}
cyberpomo.com	RR	cyberpomo.com.	86400	IN	MX	10 willow.faerywicca.se.
cyberpomo.com	RR	cyberpomo.com.	86400	IN	NS	ns.cyberpomo.com.
cyberpomo.com	RR	cyberpomo.com.	86400	IN	NS	ns2.cyberpomo.com.
cyberpomo.com	RR	cyberpomo.com.	86400	IN	NS	tara.faerywicca.se.
cyberpomo.com	RR	cyberpomo.com.	86400	IN	NS	willow.faerywicca.se.
cyberpomo.com	RR	archive.cyberpomo.com.	86400	IN	RRSIG	CNAME 5 3 86400 20140529050526 20140429045529 26205 cyberpomo.com. KbG9vpkG7N1xvv/gcu/AmyNFl7rLsDxyt7t2EpxRPbshmQpbXFxlbzbbdBJiQ2qGI7SRwS33cvDHL6q2PM+mXcR5Ep0lIG5lb0LjMlREWRE2VySbJf0PN72Z+zEPexyVC1davMxzS51nGwa//A7eeFkxKKQ8p9//C9xWk3Nhk5U=
cyberpomo.com	RR	archive.cyberpomo.com.	86400	IN	RRSIG	NSEC 5 3 86400 20140529050526 20140429045529 26205 cyberpomo.com. YJvHG9xjUL/aAjtaPeL5MW7WWNf2mAPfSa26IaRjXHC107ncQ1ZzJZzm2Ew2XtKmkWMMqi9A5dzxCfqz63fjWdd8NaPiJj38Pb9G1nOO9BIHR/G7m2KhStdIjRleO+YLhyitUGLuLHyiz049BoRCXuOiwo2WRTVs2qZDUEif6hs=
cyberpomo.com	RR	archive.cyberpomo.com.	86400	IN	NSEC	dav.cyberpomo.com. CNAME RRSIG NSEC 
cyberpomo.com	RR	archive.cyberpomo.com.	86400	IN	CNAME	sanford.cyberpomo.com.
